"vocabulary_size","scale_min","scale_max","stage","mean_alpha","sd_alpha","abs_alpha_bias","alpha_rmse","mean_vocabulary","sd_vocabulary","loss"
5500,0.5,6457.439,"50-seed-final",1.01637520216889,0.0336166706089609,0.0163752021688941,0.0370894348574752,4923.78,109.111867328154,0.691226844320646
5400,0.5,10800,"50-seed-final",0.995168654528229,0.0338949977047409,0.00483134547177078,0.03390037390773,5125.5,64.2200458246044,0.720183115719692
5500,2,5827.5451,"50-seed-final",1.0212463022693,0.0311120292413886,0.0212463022692955,0.0374166347546776,4991.08,92.0494188477259,0.725791179698765
5600,1,5827.5451,"50-seed-final",1.02172946659866,0.0326807050880832,0.0217294665986563,0.0389722674990217,4977.24,109.417298934503,0.778599794135708
5600,0.5,8049.8447,"50-seed-final",1.00757981714846,0.033660633598026,0.00757981714846356,0.0341735441114949,5129.64,91.7140097904172,0.819965283591132
5500,0.5,9324.0722,"50-seed-final",1.00128161030724,0.0335605507434006,0.00128161030723928,0.0332479605367905,5138.48,75.495165408124,0.831905601223438
5400,1,6271.8362,"50-seed-final",1.0173570199341,0.0329661442590852,0.0173570199341007,0.0369634613497893,4911.12,94.1309639138309,0.839466021595155
5600,0.5,6000,"50-seed-final",1.01913298758715,0.0336297206167342,0.019132987587148,0.0383980489165058,4921.9,121.262112797032,0.861103709186176
5400,2,5827.5451,"50-seed-final",1.02042905912446,0.0315243233981843,0.0204290591244611,0.0372995142476383,4932.02,84.0928762543813,0.875972294760775
5600,2,5827.5451,"50-seed-final",1.02168568024217,0.0312965972300685,0.0216856802421685,0.0378174058573971,5053.08,91.080327856508,0.876335041913579
5750,1,5827.5451,"50-seed-final",1.02170377376048,0.0328999846781567,0.0217037737604753,0.0391384032304894,5063.26,119.350249437596,0.929320606195036
5750,0.5,6949.7531,"50-seed-final",1.01418826588381,0.0331625115890365,0.0141882658838119,0.0357640045322789,5121.72,109.286562088215,0.964889151295625
5500,1,5827.5451,"50-seed-final",1.02091164106597,0.032736470597434,0.0209116410659749,0.0385686363397164,4921.24,100.506992344832,0.979776140915736
5600,2,5414.7272,"50-seed-final",1.02522853070473,0.0309089627720112,0.0252285307047275,0.0396577289007845,4998.42,101.969601312532,1.01847700461283
5750,1,5414.7272,"50-seed-final",1.02522337184255,0.033117123142225,0.0252233718425461,0.0413645676324593,4993,125.513150786713,1.02013040995615
5250,0.5,7479.6012,"50-seed-final",1.0080583279479,0.0340915245990818,0.00805832794789518,0.0346976088198572,4856.62,80.0823275365637,1.04448760025796
5600,2,6271.8362,"50-seed-final",1.01863827794663,0.0312759597453737,0.0186382779466314,0.036138723685961,5106.3,89.4085440833371,1.04755227166065
5250,2,6271.8362,"50-seed-final",1.01649522364649,0.0309296483080672,0.016495223646493,0.0347793427873405,4879.96,73.6264593078065,1.09149586940858
5500,2,5414.7272,"50-seed-final",1.02449106153891,0.0305671860072251,0.0244910615389076,0.0389291394522773,4938.34,99.0945971467339,1.13078278972113
5250,1,6750,"50-seed-final",1.01322353973391,0.0325751079271821,0.0132235397339098,0.0348536498294296,4860.1,79.9431558250317,1.17462574477915
5750,1,6271.8362,"50-seed-final",1.01951020361521,0.032773146077793,0.0195102036152091,0.0378582298432792,5119.08,110.12994921585,1.2245724672773
5600,0.5,8663.5636,"50-seed-final",1.00461455926558,0.0337263820962502,0.00461455926557819,0.0337048012830776,5166.9,89.9372230037856,1.23199966793948
5400,0.5,6457.439,"50-seed-final",1.01485564890165,0.0333841852938996,0.0148556489016487,0.0362340179316583,4857.98,100.581876486527,1.2756774656534
5500,0.5,10034.938,"50-seed-final",0.998828185114304,0.0337054242709089,0.00117181488569595,0.0333872380244709,5172.7,72.3557678617064,1.28338585748078
5600,1,5414.7272,"50-seed-final",1.02477788949599,0.0330770612396891,0.0247778894959891,0.0410628049276289,4918.1,115.173737440088,1.28538366141944
5500,0.5,6000,"50-seed-final",1.01851551022981,0.0337351221705012,0.0185155102298113,0.038185356061869,4871.6,109.213701764299,1.30052478431705
